Month,Year,County,Med_Sales,Rec_Sales,Med_Blank_Code,Rec_Blank_Code,ID
5,2019,Bent,,,NL,NL,52019Bent
5,2019,Baca,,,NL,NL,52019Baca
5,2019,Archuleta,,"706,823",NL,,52019Archuleta
5,2019,Arapahoe,"866,549","11,666,375",,,52019Arapahoe
5,2019,Alamosa,,,NR,NL,52019Alamosa
5,2019,Adams,"688,338","8,417,055",,,52019Adams
4,2019,Yuma,,,NL,NL,42019Yuma
4,2019,Weld,"318,358","2,197,597",,,42019Weld
4,2019,Washington,,,NL,NL,42019Washington
4,2019,Teller,,,NL,NL,42019Teller
4,2019,Summit,"92,687","1,682,309",,,42019Summit
4,2019,Sum of NR Counties,"785,480","2,931,606",,,42019Sum of NR Counties
4,2019,Sedgwick,,,NR,NR,42019Sedgwick
4,2019,San Miguel,,"223,250",NR,,42019San Miguel
4,2019,San Juan,,,NL,NR,42019San Juan
4,2019,Saguache,,"201,306",NL,,42019Saguache
4,2019,Routt,"141,676","816,399",,,42019Routt
4,2019,Rio Grande,,,NL,NL,42019Rio Grande
4,2019,Rio Blanco,,,NL,NL,42019Rio Blanco
4,2019,Pueblo,"719,742","5,827,490",,,42019Pueblo
4,2019,Prowers,,,NL,NL,42019Prowers
4,2019,Pitkin,"60,498","829,186",,,42019Pitkin
4,2019,Phillips,,,NL,NL,42019Phillips
4,2019,Park,,"344,036",NR,,42019Park
4,2019,Ouray,,"625,800",NL,,42019Ouray
4,2019,Otero,,,NR,NR,42019Otero
4,2019,Morgan,,"1,186,345",NR,,42019Morgan
4,2019,Montrose,,,NR,NL,42019Montrose
4,2019,Montezuma,"47,348","1,832,405",,,42019Montezuma
4,2019,Moffat,,"622,107",NL,,42019Moffat
4,2019,Mineral,,,NL,NL,42019Mineral
4,2019,Mesa,,"1,719,091",NR,,42019Mesa
4,2019,Logan,,,NL,NL,42019Logan
4,2019,Lincoln,,,NL,NL,42019Lincoln
4,2019,Las Animas,"34,184","3,987,534",,,42019Las Animas
4,2019,Larimer,"801,662","6,857,558",,,42019Larimer
4,2019,Lake,,,NL,NR,42019Lake
4,2019,La Plata,,"2,077,106",NR,,42019La Plata
4,2019,Kit Carson,,,NL,NL,42019Kit Carson
4,2019,Kiowa,,,NL,NL,42019Kiowa
4,2019,Jefferson,"1,221,673","4,453,056",,,42019Jefferson
4,2019,Jackson,,,NL,NL,42019Jackson
4,2019,Huerfano,,"145,093",NL,,42019Huerfano
4,2019,Hinsdale,,,NL,NL,42019Hinsdale
4,2019,Gunnison,,"495,750",NL,,42019Gunnison
4,2019,Grand,,"422,678",NR,,42019Grand
4,2019,Gilpin,,"161,627",NL,,42019Gilpin
4,2019,Garfield,"115,501","1,912,690",,,42019Garfield
4,2019,Fremont,,,NR,NL,42019Fremont
4,2019,Elbert,,,NL,NL,42019Elbert
4,2019,El Paso,"8,471,384",,,NR,42019El Paso
4,2019,Eagle,"90,807","1,293,253",,,42019Eagle
4,2019,Douglas,,,NL,NL,42019Douglas
4,2019,Dolores,,,NL,NL,42019Dolores
4,2019,Denver,"12,355,779","35,849,262",,,42019Denver
4,2019,Delta,,,NL,NL,42019Delta
4,2019,Custer,,,NL,NL,42019Custer
4,2019,Crowley,,,NL,NR,42019Crowley
4,2019,Costilla,,"327,009",NL,,42019Costilla
4,2019,Conejos,,"487,509",NL,,42019Conejos
4,2019,Clear Creek,,"541,179",NR,,42019Clear Creek
4,2019,Cheyenne,,,NL,NL,42019Cheyenne
4,2019,Chaffee,,"407,018",NR,,42019Chaffee
4,2019,Broomfield,,,NL,NL,42019Broomfield
4,2019,Boulder,"1,167,776","7,966,512",,,42019Boulder
4,2019,Bent,,,NL,NL,42019Bent
4,2019,Baca,,,NL,NL,42019Baca
4,2019,Archuleta,,"607,638",NL,,42019Archuleta
4,2019,Arapahoe,"861,301","10,818,518",,,42019Arapahoe
4,2019,Alamosa,,,NR,NL,42019Alamosa
4,2019,Adams,"657,538","8,088,858",,,42019Adams
3,2019,Yuma,,,NL,NL,32019Yuma
3,2019,Weld,"324,054","2,371,653",,,32019Weld
3,2019,Washington,,,NL,NL,32019Washington
3,2019,Teller,,,NL,NL,32019Teller
3,2019,Summit,"90,465","3,071,178",,,32019Summit
3,2019,Sum of NR Counties,"792,987","4,887,349",,,32019Sum of NR Counties
3,2019,Sedgwick,,,NR,NR,32019Sedgwick
3,2019,San Miguel,,"586,071",NR,,32019San Miguel
3,2019,San Juan,,,NL,NR,32019San Juan
3,2019,Saguache,,"170,926",NL,,32019Saguache
3,2019,Routt,"149,654","1,248,490",,,32019Routt
3,2019,Rio Grande,,,NL,NL,32019Rio Grande
3,2019,Rio Blanco,,,NL,NL,32019Rio Blanco
3,2019,Pueblo,"654,207","6,165,091",,,32019Pueblo
3,2019,Prowers,,,NL,NL,32019Prowers
3,2019,Pitkin,"53,366","1,617,563",,,32019Pitkin
3,2019,Phillips,,,NL,NL,32019Phillips
3,2019,Park,,"407,207",NR,,32019Park
3,2019,Ouray,,"686,123",NL,,32019Ouray
3,2019,Otero,,,NR,NR,32019Otero
3,2019,Morgan,,,NR,NR,32019Morgan
3,2019,Montrose,,,NR,NL,32019Montrose
3,2019,Montezuma,"44,973","1,891,600",,,32019Montezuma
3,2019,Moffat,,"634,643",NR,,32019Moffat
3,2019,Mineral,,,NL,NL,32019Mineral
3,2019,Mesa,,"1,798,281",NR,,32019Mesa
3,2019,Logan,,,NL,NL,32019Logan
3,2019,Lincoln,,,NL,NL,32019Lincoln
3,2019,Las Animas,"39,741","4,235,173",,,32019Las Animas
3,2019,Larimer,"846,068","6,934,865",,,32019Larimer
3,2019,Lake,,,NL,NR,32019Lake
3,2019,La Plata,,"2,291,152",NR,,32019La Plata
3,2019,Kit Carson,,,NL,NL,32019Kit Carson
3,2019,Kiowa,,,NL,NL,32019Kiowa
3,2019,Jefferson,"1,339,825","4,619,785",,,32019Jefferson
3,2019,Jackson,,,NL,NL,32019Jackson
3,2019,Huerfano,,"190,779",NL,,32019Huerfano
3,2019,Hinsdale,,,NL,NL,32019Hinsdale
3,2019,Gunnison,,"698,438",NL,,32019Gunnison
3,2019,Grand,,"716,797",NR,,32019Grand
3,2019,Gilpin,,"177,017",NL,,32019Gilpin
3,2019,Garfield,"160,604","1,940,686",,,32019Garfield
3,2019,Fremont,,,NR,NL,32019Fremont
3,2019,Elbert,,,NL,NL,32019Elbert
3,2019,El Paso,"8,576,412",,,NR,32019El Paso
3,2019,Eagle,"85,720","2,048,364",,,32019Eagle
3,2019,Douglas,,,NL,NL,32019Douglas
3,2019,Dolores,,,NL,NL,32019Dolores
3,2019,Denver,"12,204,058","35,328,169",,,32019Denver
3,2019,Delta,,,NL,NL,32019Delta
3,2019,Custer,,,NL,NL,32019Custer
3,2019,Crowley,,,NL,NL,32019Crowley
3,2019,Costilla,0,"346,503",,,32019Costilla
3,2019,Conejos,,,NL,NR,32019Conejos
3,2019,Clear Creek,,"693,843",NR,,32019Clear Creek
3,2019,Cheyenne,,,NL,NL,32019Cheyenne
3,2019,Chaffee,,"491,071",NR,,32019Chaffee
3,2019,Broomfield,,,NL,NL,32019Broomfield
3,2019,Boulder,"1,176,332","8,011,970",,,32019Boulder
3,2019,Bent,,,NL,NL,32019Bent
3,2019,Baca,,,NL,NL,32019Baca
3,2019,Archuleta,0,"854,243",,,32019Archuleta
3,2019,Arapahoe,"803,133","11,006,224",,,32019Arapahoe
3,2019,Alamosa,,,NR,NL,32019Alamosa
3,2019,Adams,"756,266","8,196,485",,,32019Adams
2,2019,Yuma,,,NL,NL,22019Yuma
2,2019,Weld,"301,255","2,121,200",,,22019Weld
2,2019,Washington,,,NL,NL,22019Washington
2,2019,Teller,,,NL,NL,22019Teller
2,2019,Summit,"80,495","2,709,353",,,22019Summit
2,2019,Sum of NR Counties,"773,890","2,273,396",,,22019Sum of NR Counties
2,2019,Sedgwick,,,NR,NR,22019Sedgwick
2,2019,San Miguel,,"525,448",NR,,22019San Miguel
2,2019,San Juan,,,NL,NR,22019San Juan
2,2019,Saguache,,"132,672",NL,,22019Saguache
2,2019,Routt,"130,873","1,201,186",,,22019Routt
2,2019,Rio Grande,,,NL,NL,22019Rio Grande
2,2019,Rio Blanco,,,NL,NL,22019Rio Blanco
2,2019,Pueblo,"588,137","4,808,565",,,22019Pueblo
2,2019,Prowers,,,NL,NL,22019Prowers
2,2019,Pitkin,"48,006","1,317,786",,,22019Pitkin
2,2019,Phillips,,,NL,NL,22019Phillips
2,2019,Park,,"335,651",NR,,22019Park
2,2019,Ouray,,"566,827",NL,,22019Ouray
2,2019,Otero,,,NR,NR,22019Otero
2,2019,Morgan,,"947,765",NR,,22019Morgan
2,2019,Montrose,,,NR,NL,22019Montrose
2,2019,Montezuma,"80,095","1,524,410",,,22019Montezuma
2,2019,Moffat,,"506,751",NR,,22019Moffat
2,2019,Mineral,,,NL,NL,22019Mineral
2,2019,Mesa,,"1,487,806",NR,,22019Mesa
2,2019,Logan,,,NL,NL,22019Logan
2,2019,Lincoln,,,NL,NL,22019Lincoln
2,2019,Las Animas,"20,555","3,544,538",,,22019Las Animas
2,2019,Larimer,"756,816","5,846,839",,,22019Larimer
2,2019,Lake,,"221,282",NL,,22019Lake
2,2019,La Plata,,"1,858,880",NR,,22019La Plata
2,2019,Kit Carson,,,NL,NL,22019Kit Carson
2,2019,Kiowa,,,NL,NL,22019Kiowa
2,2019,Jefferson,"1,074,048","3,920,449",,,22019Jefferson
2,2019,Jackson,,,NL,NL,22019Jackson
2,2019,Huerfano,,,NL,NR,22019Huerfano
2,2019,Hinsdale,,,NL,NL,22019Hinsdale
2,2019,Gunnison,,"564,334",NL,,22019Gunnison
2,2019,Grand,,"568,922",NR,,22019Grand
2,2019,Gilpin,,"139,878",NL,,22019Gilpin
2,2019,Garfield,"135,259","1,567,583",,,22019Garfield
2,2019,Fremont,,,NR,NL,22019Fremont
2,2019,Elbert,,,NL,NL,22019Elbert
2,2019,El Paso,"7,212,439",,,NR,22019El Paso
2,2019,Eagle,,"1,852,626",NR,,22019Eagle
2,2019,Douglas,,,NL,NL,22019Douglas
2,2019,Dolores,,,NL,NL,22019Dolores
2,2019,Denver,"10,417,954","29,458,298",,,22019Denver
2,2019,Delta,,,NL,NL,22019Delta
2,2019,Custer,,,NL,NL,22019Custer
2,2019,Crowley,,,NL,NL,22019Crowley
2,2019,Costilla,,"287,714",NL,,22019Costilla
2,2019,Conejos,,"405,953",NL,,22019Conejos
2,2019,Clear Creek,,"619,310",NR,,22019Clear Creek
2,2019,Cheyenne,,,NL,NL,22019Cheyenne
2,2019,Chaffee,,"378,248",NR,,22019Chaffee
2,2019,Broomfield,,,NL,NL,22019Broomfield
2,2019,Boulder,"1,084,974","6,792,018",,,22019Boulder
2,2019,Bent,,,NL,NL,22019Bent
2,2019,Baca,,,NL,NL,22019Baca
2,2019,Archuleta,,"641,197",NL,,22019Archuleta
2,2019,Arapahoe,"732,363","9,291,100",,,22019Arapahoe
2,2019,Alamosa,,,NR,NL,22019Alamosa
2,2019,Adams,"645,769","6,906,948",,,22019Adams
11,2018,Yuma,,,NL,NL,112018Yuma
11,2018,Weld,"350,896","2,346,003",,,112018Weld
11,2018,Washington,,,NL,NL,112018Washington
11,2018,Teller,,,NL,NL,112018Teller
11,2018,Summit,"90,339","1,504,585",,,112018Summit
11,2018,Sedgwick,,,NR,NR,112018Sedgwick
11,2018,San Miguel,,"200,869",NR,,112018San Miguel
11,2018,San Juan,,,NL,NR,112018San Juan
11,2018,Saguache,,"139,665",NL,,112018Saguache
11,2018,Routt,"125,491","758,528",,,112018Routt
11,2018,Rio Grande,,,NL,NL,112018Rio Grande
11,2018,Rio Blanco,,,NL,NL,112018Rio Blanco
11,2018,Pueblo,"602,548","4,868,317",,,112018Pueblo
11,2018,Prowers,,,NL,NL,112018Prowers
11,2018,Pitkin,"33,385","599,002",,,112018Pitkin
11,2018,Phillips,,,NL,NL,112018Phillips
11,2018,Park,,"324,363",NR,,112018Park
11,2018,Ouray,,"549,988",NL,,112018Ouray
11,2018,Otero,,,NR,NR,112018Otero
11,2018,Morgan,,,NR,NR,112018Morgan
11,2018,Montrose,,,NR,NL,112018Montrose
11,2018,Montezuma,"45,252","1,751,540",,,112018Montezuma
11,2018,Moffat,,"500,264",NR,,112018Moffat
11,2018,Mineral,,,NL,NL,112018Mineral
11,2018,Mesa,,"1,553,111",NR,,112018Mesa
11,2018,Logan,,,NL,NL,112018Logan
11,2018,Lincoln,,,NL,NL,112018Lincoln
11,2018,Las Animas,"23,048","4,067,789",,,112018Las Animas
11,2018,Larimer,"894,188","6,471,039",,,112018Larimer
11,2018,Lake,,"193,034",NL,,112018Lake
11,2018,La Plata,,"1,916,314",NR,,112018La Plata
11,2018,Kit Carson,,,NL,NL,112018Kit Carson
11,2018,Kiowa,,,NL,NL,112018Kiowa
11,2018,Jefferson,"1,305,975","4,135,774",,,112018Jefferson
11,2018,Jackson,,,NL,NL,112018Jackson
11,2018,Huerfano,,,NL,NR,112018Huerfano
11,2018,Hinsdale,,,NL,NL,112018Hinsdale
11,2018,Gunnison,,"459,020",NL,,112018Gunnison
11,2018,Grand,,"385,453",NR,,112018Grand
11,2018,Gilpin,,"171,444",NL,,112018Gilpin
11,2018,Garfield,"118,710","1,540,424",,,112018Garfield
11,2018,Fremont,"112,642",,,NL,112018Fremont
11,2018,Elbert,,,NL,NL,112018Elbert
11,2018,El Paso,"7,203,476",,,NR,112018El Paso
11,2018,Eagle,"84,221","1,073,888",,,112018Eagle
11,2018,Douglas,,,NL,NL,112018Douglas
11,2018,Dolores,,,NL,NL,112018Dolores
11,2018,Denver,"11,829,016","31,470,367",,,112018Denver
11,2018,Delta,,,NL,NL,112018Delta
11,2018,Custer,,,NL,NL,112018Custer
11,2018,Crowley,,,NL,NL,112018Crowley
11,2018,Costilla,,"293,351",NL,,112018Costilla
11,2018,Conejos,,"448,685",NL,,112018Conejos
11,2018,Clear Creek,"23,148","478,979",,,112018Clear Creek
11,2018,Cheyenne,,,NL,NL,112018Cheyenne
11,2018,Chaffee,,"379,794",NR,,112018Chaffee
11,2018,Broomfield,,,NL,NL,112018Broomfield
11,2018,Boulder,"1,277,657","7,404,306",,,112018Boulder
11,2018,Bent,,,NL,NL,112018Bent
11,2018,Baca,,,NL,NL,112018Baca
11,2018,Archuleta,,"629,695",NL,,112018Archuleta
11,2018,Arapahoe,"793,814","10,251,205",,,112018Arapahoe
11,2018,Alamosa,,,NR,NL,112018Alamosa
11,2018,Adams,"475,793","7,404,234",,,112018Adams
10,2018,Yuma,,,NL,NL,102018Yuma
10,2018,Weld,"334,645","2,362,252",,,102018Weld
10,2018,Washington,,,NL,NL,102018Washington
10,2018,Teller,,,NL,NL,102018Teller
10,2018,Summit,"92,669","1,336,205",,,102018Summit
10,2018,Sedgwick,,,NR,NR,102018Sedgwick
10,2018,San Miguel,,"284,125",NR,,102018San Miguel
10,2018,San Juan,,,NL,NR,102018San Juan
10,2018,Saguache,,"175,549",NL,,102018Saguache
10,2018,Routt,"132,712","851,265",,,102018Routt
10,2018,Rio Grande,,,NL,NL,102018Rio Grande
10,2018,Rio Blanco,,,NL,NL,102018Rio Blanco
10,2018,Pueblo,"769,549","5,001,654",,,102018Pueblo
10,2018,Prowers,,,NL,NL,102018Prowers
10,2018,Pitkin,"33,868","694,980",,,102018Pitkin
10,2018,Phillips,,,NL,NL,102018Phillips
10,2018,Park,,"368,779",NR,,102018Park
10,2018,Ouray,,"612,355",NL,,102018Ouray
10,2018,Otero,,,NR,NR,102018Otero
10,2018,Morgan,,,NR,NR,102018Morgan
10,2018,Montrose,,,NR,NL,102018Montrose
10,2018,Montezuma,"44,755","1,896,742",,,102018Montezuma
10,2018,Moffat,,"510,016",NR,,102018Moffat
10,2018,Mineral,,,NL,NL,102018Mineral
10,2018,Mesa,,"1,647,110",NR,,102018Mesa
10,2018,Logan,,,NL,NL,102018Logan
10,2018,Lincoln,,,NL,NL,102018Lincoln
10,2018,Las Animas,"27,666","4,273,377",,,102018Las Animas
10,2018,Larimer,"932,833","6,622,929",,,102018Larimer
10,2018,Lake,,"218,867",NL,,102018Lake
10,2018,La Plata,,"2,153,231",NR,,102018La Plata
10,2018,Kit Carson,,,NL,NL,102018Kit Carson
10,2018,Kiowa,,,NL,NL,102018Kiowa
10,2018,Jefferson,"1,249,935","4,153,968",,,102018Jefferson
10,2018,Jackson,,,NL,NL,102018Jackson
10,2018,Huerfano,,,NL,NR,102018Huerfano
10,2018,Hinsdale,,,NL,NL,102018Hinsdale
10,2018,Gunnison,,"567,511",NL,,102018Gunnison
10,2018,Grand,,"392,970",NR,,102018Grand
10,2018,Gilpin,,"194,984",NL,,102018Gilpin
10,2018,Garfield,"162,367","1,690,316",,,102018Garfield
10,2018,Fremont,,,NR,NL,102018Fremont
10,2018,Elbert,,,NL,NL,102018Elbert
10,2018,El Paso,"7,882,342",,,NR,102018El Paso
10,2018,Eagle,"86,610","1,069,220",,,102018Eagle
10,2018,Douglas,,,NL,NL,102018Douglas
10,2018,Dolores,,,NL,NL,102018Dolores
10,2018,Denver,"12,720,334","32,338,630",,,102018Denver
10,2018,Delta,,,NL,NL,102018Delta
10,2018,Custer,,,NL,NL,102018Custer
10,2018,Crowley,,,NL,NR,102018Crowley
10,2018,Costilla,,"349,525",NL,,102018Costilla
10,2018,Conejos,,"514,891",NL,,102018Conejos
10,2018,Clear Creek,"21,140","516,655",,,102018Clear Creek
10,2018,Cheyenne,,,NL,NL,102018Cheyenne
10,2018,Chaffee,,"445,329",NR,,102018Chaffee
10,2018,Broomfield,,,NL,NL,102018Broomfield
10,2018,Boulder,"1,287,700","7,850,413",,,102018Boulder
10,2018,Bent,,,NL,NL,102018Bent
10,2018,Baca,,,NL,NL,102018Baca
10,2018,Archuleta,,"722,415",NL,,102018Archuleta
10,2018,Arapahoe,"826,764","10,245,761",,,102018Arapahoe
10,2018,Alamosa,,,NR,NL,102018Alamosa
10,2018,Adams,"509,170","7,365,401",,,102018Adams
9,2018,Yuma,,,NL,NL,92018Yuma
9,2018,Weld,"313,809","2,372,200",,,92018Weld
9,2018,Washington,,,NL,NL,92018Washington
9,2018,Teller,,,NL,NL,92018Teller
9,2018,Summit,"94,092","1,613,075",,,92018Summit
9,2018,Sedgwick,,,NR,NR,92018Sedgwick
9,2018,San Miguel,,"509,927",NR,,92018San Miguel
9,2018,San Juan,,,NL,NR,92018San Juan
9,2018,Saguache,,"207,584",NL,,92018Saguache
9,2018,Routt,"135,149","968,797",,,92018Routt
9,2018,Rio Grande,,,NL,NL,92018Rio Grande
9,2018,Rio Blanco,,,NL,NL,92018Rio Blanco
9,2018,Pueblo,"566,009","5,377,188",,,92018Pueblo
9,2018,Prowers,,,NL,NL,92018Prowers
9,2018,Pitkin,"44,125","1,030,932",,,92018Pitkin
9,2018,Phillips,,,NL,NL,92018Phillips
9,2018,Park,,"435,826",NR,,92018Park
9,2018,Ouray,,"767,446",NL,,92018Ouray
9,2018,Otero,,,NR,NR,92018Otero
9,2018,Morgan,,,NR,NR,92018Morgan
9,2018,Montrose,,,NR,NL,92018Montrose
9,2018,Montezuma,"94,993","1,978,519",,,92018Montezuma
9,2018,Moffat,,"518,034",NR,,92018Moffat
9,2018,Mineral,,,NL,NL,92018Mineral
9,2018,Mesa,,"1,754,898",NR,,92018Mesa
9,2018,Logan,,,NL,NL,92018Logan
9,2018,Lincoln,,,NL,NL,92018Lincoln
9,2018,Las Animas,"27,817","4,765,052",,,92018Las Animas
9,2018,Larimer,"936,033","6,631,199",,,92018Larimer
9,2018,Lake,,"272,478",NL,,92018Lake
9,2018,La Plata,,"2,338,202",NR,,92018La Plata
9,2018,Kit Carson,,,NL,NL,92018Kit Carson
9,2018,Kiowa,,,NL,NL,92018Kiowa
9,2018,Jefferson,"1,247,843","4,299,667",,,92018Jefferson
9,2018,Jackson,,,NL,NL,92018Jackson
9,2018,Huerfano,,,NL,NR,92018Huerfano
9,2018,Hinsdale,,,NL,NL,92018Hinsdale
9,2018,Gunnison,,"760,759",NL,,92018Gunnison
9,2018,Grand,,"479,851",NR,,92018Grand
9,2018,Gilpin,,"241,174",NL,,92018Gilpin
9,2018,Garfield,"182,576","1,905,410",,,92018Garfield
9,2018,Fremont,,,NR,NL,92018Fremont
9,2018,Elbert,,,NL,NL,92018Elbert
9,2018,El Paso,"7,786,421",,,NR,92018El Paso
9,2018,Eagle,"96,626","1,282,007",,,92018Eagle
9,2018,Douglas,,,NL,NL,92018Douglas
9,2018,Dolores,,,NL,NL,92018Dolores
9,2018,Denver,"12,967,617","34,127,926",,,92018Denver
9,2018,Delta,,,NL,NL,92018Delta
9,2018,Custer,,,NL,NL,92018Custer
9,2018,Crowley,,,NL,NL,92018Crowley
9,2018,Costilla,,"441,921",NL,,92018Costilla
9,2018,Conejos,,"607,872",NL,,92018Conejos
9,2018,Clear Creek,"28,653","620,626",,,92018Clear Creek
9,2018,Cheyenne,,,NL,NL,92018Cheyenne
9,2018,Chaffee,,"580,551",NR,,92018Chaffee
9,2018,Broomfield,,,NL,NL,92018Broomfield
9,2018,Boulder,"1,299,455","8,099,831",,,92018Boulder
9,2018,Bent,,,NL,NL,92018Bent
9,2018,Baca,,,NL,NL,92018Baca
9,2018,Archuleta,,"840,533",NL,,92018Archuleta
9,2018,Arapahoe,"889,138","10,127,781",,,92018Arapahoe
9,2018,Alamosa,,,NR,NL,92018Alamosa
9,2018,Adams,"398,277","7,362,649",,,92018Adams
8,2018,Yuma,,,NL,NL,82018Yuma
8,2018,Weld,"331,928","2,539,739",,,82018Weld
8,2018,Washington,,,NL,NL,82018Washington
8,2018,Teller,,,NL,NL,82018Teller
8,2018,Summit,"104,527","2,018,092",,,82018Summit
8,2018,Sedgwick,,,NR,NR,82018Sedgwick
8,2018,San Miguel,,"496,399",NR,,82018San Miguel
8,2018,San Juan,,,NL,NR,82018San Juan
8,2018,Saguache,,"198,805",NL,,82018Saguache
8,2018,Routt,"157,402","1,028,248",,,82018Routt
8,2018,Rio Grande,,,NL,NL,82018Rio Grande
8,2018,Rio Blanco,,,NL,NL,82018Rio Blanco
8,2018,Pueblo,"580,863","5,468,826",,,82018Pueblo
8,2018,Prowers,,,NL,NL,82018Prowers
8,2018,Pitkin,,"1,362,818",NR,,82018Pitkin
8,2018,Phillips,,,NL,NL,82018Phillips
8,2018,Park,,"460,047",NR,,82018Park
8,2018,Ouray,,"757,172",NL,,82018Ouray
8,2018,Otero,,,NR,NR,82018Otero
8,2018,Morgan,,"1,147,988",NR,,82018Morgan
8,2018,Montrose,,,NR,NL,82018Montrose
8,2018,Montezuma,"97,884","2,031,697",,,82018Montezuma
8,2018,Moffat,,,NR,NR,82018Moffat
8,2018,Mineral,,,NL,NL,82018Mineral
8,2018,Mesa,,"1,737,216",NR,,82018Mesa
8,2018,Logan,,,NL,NL,82018Logan
8,2018,Lincoln,,,NL,NL,82018Lincoln
8,2018,Las Animas,"40,494","4,699,321",,,82018Las Animas
8,2018,Larimer,"1,030,583","6,820,019",,,82018Larimer
8,2018,Lake,,"330,557",NL,,82018Lake
8,2018,La Plata,,"2,370,568",NR,,82018La Plata
8,2018,Kit Carson,,,NL,NL,82018Kit Carson
8,2018,Kiowa,,,NL,NL,82018Kiowa
8,2018,Jefferson,"1,286,756","4,650,674",,,82018Jefferson
8,2018,Jackson,,,NL,NL,82018Jackson
8,2018,Huerfano,,,NL,NR,82018Huerfano
8,2018,Hinsdale,,,NL,NL,82018Hinsdale
8,2018,Gunnison,,"897,237",NL,,82018Gunnison
8,2018,Grand,,"555,069",NR,,82018Grand
8,2018,Gilpin,,"256,201",NR,,82018Gilpin
8,2018,Garfield,"186,408","1,914,968",,,82018Garfield
8,2018,Fremont,,,NR,NL,82018Fremont
8,2018,Elbert,,,NL,NL,82018Elbert
8,2018,El Paso,"7,955,801",,,NR,82018El Paso
8,2018,Eagle,"100,482","1,600,012",,,82018Eagle
8,2018,Douglas,,,NL,NL,82018Douglas
8,2018,Dolores,,,NL,NL,82018Dolores
8,2018,Denver,"12,797,280","35,343,772",,,82018Denver
8,2018,Delta,,,NL,NL,82018Delta
8,2018,Custer,,,NL,NL,82018Custer
8,2018,Crowley,,,NL,NL,82018Crowley
8,2018,Costilla,,"473,881",NL,,82018Costilla
8,2018,Conejos,,"651,028",NL,,82018Conejos
8,2018,Clear Creek,,"688,187",NR,,82018Clear Creek
8,2018,Cheyenne,,,NL,NL,82018Cheyenne
8,2018,Chaffee,,"650,455",NR,,82018Chaffee
8,2018,Broomfield,,,NL,NL,82018Broomfield
8,2018,Boulder,"1,415,106","8,774,472",,,82018Boulder
8,2018,Bent,,,NL,NL,82018Bent
8,2018,Baca,,,NL,NL,82018Baca
8,2018,Archuleta,,"906,585",NR,,82018Archuleta
8,2018,Arapahoe,"808,360","10,661,253",,,82018Arapahoe
8,2018,Alamosa,,,NR,NL,82018Alamosa
8,2018,Adams,"400,754","7,613,627",,,82018Adams
7,2018,Yuma,,,NL,NL,72018Yuma
7,2018,Weld,"312,813","2,480,209",,,72018Weld
7,2018,Washington,,,NL,NL,72018Washington
7,2018,Teller,,,NL,NL,72018Teller
7,2018,Summit,"91,088","2,193,931",,,72018Summit
7,2018,Sedgwick,,,NR,NR,72018Sedgwick
7,2018,San Miguel,,"544,147",NR,,72018San Miguel
7,2018,San Juan,,,NL,NR,72018San Juan
7,2018,Saguache,,"191,002",NL,,72018Saguache
7,2018,Routt,"136,681","1,082,308",,,72018Routt
7,2018,Rio Grande,,,NL,NL,72018Rio Grande
7,2018,Rio Blanco,,,NL,NL,72018Rio Blanco
7,2018,Pueblo,"492,063","5,249,580",,,72018Pueblo
7,2018,Prowers,,,NL,NL,72018Prowers
7,2018,Pitkin,"47,118","1,357,126",,,72018Pitkin
7,2018,Phillips,,,NL,NL,72018Phillips
7,2018,Park,,"487,238",NR,,72018Park
7,2018,Ouray,,"751,062",NR,,72018Ouray
7,2018,Otero,,,NR,NL,72018Otero
7,2018,Morgan,,"1,115,451",NR,,72018Morgan
7,2018,Montrose,,,NR,NL,72018Montrose
7,2018,Montezuma,"92,530","2,031,292",,,72018Montezuma
7,2018,Moffat,,,NR,NR,72018Moffat
7,2018,Mineral,,,NL,NL,72018Mineral
7,2018,Mesa,,"1,674,477",NR,,72018Mesa
7,2018,Logan,,,NL,NL,72018Logan
7,2018,Lincoln,,,NL,NL,72018Lincoln
7,2018,Las Animas,"31,952","4,704,196",,,72018Las Animas
7,2018,Larimer,"981,720","6,570,637",,,72018Larimer
7,2018,Lake,,"318,683",NL,,72018Lake
7,2018,La Plata,"238,044","2,366,479",,,72018La Plata
7,2018,Kit Carson,,,NL,NL,72018Kit Carson
7,2018,Kiowa,,,NL,NL,72018Kiowa
7,2018,Jefferson,"1,161,582","4,575,835",,,72018Jefferson
7,2018,Jackson,,,NL,NL,72018Jackson
7,2018,Huerfano,,,NL,NR,72018Huerfano
7,2018,Hinsdale,,,NL,NL,72018Hinsdale
7,2018,Gunnison,,"954,926",NL,,72018Gunnison
7,2018,Grand,,"629,538",NR,,72018Grand
7,2018,Gilpin,,"266,111",NR,,72018Gilpin
7,2018,Garfield,"218,285","1,917,005",,,72018Garfield
7,2018,Fremont,"145,139",,,NL,72018Fremont
7,2018,Elbert,,,NL,NL,72018Elbert
7,2018,El Paso,"7,837,080",,,NR,72018El Paso
7,2018,Eagle,"91,750","1,582,803",,,72018Eagle
7,2018,Douglas,,,NL,NL,72018Douglas
7,2018,Dolores,,,NL,NL,72018Dolores
7,2018,Denver,"11,859,418","34,154,291",,,72018Denver
7,2018,Delta,,,NL,NL,72018Delta
7,2018,Custer,,,NL,NL,72018Custer
7,2018,Crowley,,,NL,NL,72018Crowley
7,2018,Costilla,,"450,314",NL,,72018Costilla
